fund_name,ticker,date,security_name,CUSIP,price,quantity,clean_mkt_value,dirty_mkt_value,ptf_weight
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Toyota Motor Credit Corporation 2.7% 11-jan-2023,89236TEL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Toyota Motor Credit Corporation 3.05% 11-jan-2028,89236TEM,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Toyota Motor Credit Corporation 3.2% 11-jan-2027,89236TDR,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Transcanada Pipelines Ltd. 4.25% 15-may-2028,89352HAW,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Transcanada Pipelines Ltd. 4.875% 15-may-2048,89352HAY,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Transcanada Pipelines Ltd. 5.1% 15-mar-2049,89352HAZ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Travelers Companies, Inc. 3.75% 15-may-2046",89417EAL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Travelers Companies, Inc. 4.0% 30-may-2047",89417EAM,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Travelers Companies, Inc. 4.05% 07-mar-2048",89417EAN,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Travelers Companies, Inc. 4.1% 04-mar-2049",89417EAP,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,U.s. Bancorp 2.625% 24-jan-2022,91159HHP,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,U.s. Bank National Association 2.05% 23-oct-2020,90331HNG,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,U.S. Dollar,CASH_USD,1,7807884,7807884,7807884,35.99999204
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Ubs Group Funding (switzerland) Ag 2.859% 15-aug-2023,90352JAE,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Udr, Inc. 2.95% 01-sep-2026",90265EAL,NA,200000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Udr, Inc. 3.5% 15-jan-2028",90265EAN,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Under Armour, Inc. 3.25% 15-jun-2026",904311AA,NA,195000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Unicredit S.p.a. 3.75% 12-apr-2022,904678AA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Unicredit S.p.a. 4.625% 12-apr-2027,904678AB,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Unicredit S.p.a. 5.861% 19-jun-2032,904678AF,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Unilever Capital Corp. 1.375% 28-jul-2021,904764AT,NA,125000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Unilever Capital Corp. 2.2% 06-mar-2019,904764AQ,101.237999,650000,658046.9925,663806.715,3.060629033
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Union Pacific Corporation 3.7% 01-mar-2029,907818FB,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Union Pacific Corporation 3.95% 10-sep-2028,907818EY,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Union Pacific Corporation 4.3% 01-mar-2049,907818FC,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Union Pacific Corporation 4.375% 10-sep-2038,907818EV,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Union Pacific Corporation 4.5% 10-sep-2048,907818EW,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"United Parcel Service, Inc. 3.4% 15-mar-2029",911312BR,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"United Parcel Service, Inc. 4.25% 15-mar-2049",911312BQ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,United Technologies Corporation 1.95% 01-nov-2021,913017CG,NA,625000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,United Technologies Corporation 2.3% 04-may-2022,913017CQ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,United Technologies Corporation 2.8% 04-may-2024,913017CN,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,United Technologies Corporation 3.125% 04-may-2027,913017CR,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,United Technologies Corporation 3.65% 16-aug-2023,913017DB,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,United Technologies Corporation 3.95% 16-aug-2025,913017DD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,United Technologies Corporation 4.125% 16-nov-2028,913017CY,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,United Technologies Corporation 4.15% 15-may-2045,913017CA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,United Technologies Corporation 4.45% 16-nov-2038,913017CW,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Unitedhealth Group Incorporated 2.125% 15-mar-2021,91324PCU,NA,100000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Unitedhealth Group Incorporated 3.375% 15-apr-2027,91324PCY,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Unitedhealth Group Incorporated 3.45% 15-jan-2027,91324PCW,NA,875000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Unitedhealth Group Incorporated 3.5% 15-feb-2024,91324PDM,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Unitedhealth Group Incorporated 3.75% 15-jul-2025,91324PCP,NA,200000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Unitedhealth Group Incorporated 3.875% 15-dec-2028,91324PDP,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Unitedhealth Group Incorporated 4.45% 15-dec-2048,91324PDQ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Us Bank Trust, Na (st. Paul, Minnesota) 2.85% 23-jan-2023",90331HNL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Us Bank Trust, Na (st. Paul, Minnesota) 3.4% 24-jul-2023",90331HNV,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Vale Overseas Ltd. 5.875% 10-jun-2021,91911TAN,NA,335000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Vale Overseas Ltd. 6.25% 10-aug-2026,91911TAP,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Vale Overseas Ltd. 6.875% 10-nov-2039,91911TAK,112.6470032,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Valero Energy Partners Lp 4.375% 15-dec-2026,91914JAA,NA,45000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Verizon Communications Inc. 1.75% 15-aug-2021,92343VDG,NA,50000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Verizon Communications Inc. 3.85% 01-nov-2042,92343VBG,87.88700104,366000,321666.42,325189.17,1.499357256
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Verizon Communications Inc. 4.016% 03-dec-2029,92343VET,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Verizon Communications Inc. 4.125% 15-aug-2046,92343VDC,NA,600000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Verizon Communications Inc. 4.5% 10-aug-2033,92343VEA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Verizon Communications Inc. 4.522% 15-sep-2048,92343VCX,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Verizon Communications Inc. 4.862% 21-aug-2046,92343VCK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Verizon Communications Inc. Frn 09-jun-2017,92343VCD,100.1679993,200000,200335.9872,200511.14,0.924501369
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Verizon Owner Trust 2016-1 1.42% 20-jan-2021,92347XAA,NA,100000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Virginia Electric & Power Co. 2.75% 15-mar-2023,927804FN,97.54799652,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Virginia Electric & Power Co. 2.95% 15-nov-2026,927804FV,NA,1145000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Virginia Electric & Power Co. 4.6% 01-dec-2048,927804GA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Visa Inc. 2.15% 15-sep-2022,92826CAG,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Visa Inc. 2.75% 15-sep-2027,92826CAH,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Visa Inc. 2.8% 14-dec-2022,92826CAC,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Vodafone Group Plc 3.75% 16-jan-2024,92857WBH,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Vodafone Group Plc 4.375% 30-may-2028,92857WBK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Vodafone Group Plc 5.25% 30-may-2048,92857WBM,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Volkswagen Group Of America Finance Llc 4.0% 12-nov-2021,928668AP,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Volkswagen Group Of America Finance Llc 4.25% 13-nov-2023,928668AR,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Volkswagen Group Of America Finance Llc 4.75% 13-nov-2028,928668AU,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Walgreens Boots Alliance, Inc. 2.6% 01-jun-2021",931427AN,NA,230000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Walgreens Boots Alliance, Inc. 3.1% 01-jun-2023",931427AP,NA,10000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Walgreens Boots Alliance, Inc. 3.45% 01-jun-2026",931427AQ,NA,275000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Walgreens Boots Alliance, Inc. 4.65% 01-jun-2046",931427AR,NA,20000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Walmart Inc. 0.0% 16-apr-2018,93114FDG,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Walmart Inc. 1.75% 09-oct-2019,931142DY,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Walmart Inc. 2.35% 15-dec-2022,931142DU,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Walmart Inc. 3.125% 23-jun-2021,931142EJ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Walmart Inc. 3.4% 26-jun-2023,931142EK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Walmart Inc. 3.7% 26-jun-2028,931142EE,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Walmart Inc. 4.05% 29-jun-2048,931142EC,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Walt Disney Company 0.875% 12-jul-2019,25468PDL,NA,625000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Wea Finance Llc 2.7% 17-sep-2019,92890HAB,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Wea Finance Llc 3.15% 05-apr-2022,92928QAC,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Wea Finance Llc 3.25% 05-oct-2020,92890HAE,NA,390000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Wea Finance Llc 3.75% 17-sep-2024,92890HAC,NA,200000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Wea Finance Llc 4.75% 17-sep-2044,92890HAD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Weingarten Realty Investors 3.25% 15-aug-2026,948741AM,NA,125000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Wells Fargo & Company 2.625% 22-jul-2022,95000U2B,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Wells Fargo & Company 3.0% 23-oct-2026,949746SH,NA,825000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Wells Fargo & Company 3.55% 29-sep-2025,94974BGP,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Wells Fargo & Company 3.584% 22-may-2028,95000U2A,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Wells Fargo & Company 3.75% 24-jan-2024,95000U2C,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Wells Fargo Bank, N.a. 2.6% 15-jan-2021",94988J5N,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Wells Fargo Bank, N.a. 3.55% 14-aug-2023",94988J5R,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Western Midstream Operating, Lp 4.5% 01-mar-2028",958254AH,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Western Midstream Operating, Lp 4.65% 01-jul-2026",958254AF,NA,40000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Western Midstream Operating, Lp 5.3% 01-mar-2048",958254AJ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Westinghouse Air Brake Technologies Corporation 4.4% 15-mar-2024,960386AN,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Westlake Chemical Corporation 4.375% 15-nov-2047,960413AU,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Westlake Chemical Corporation 5.0% 15-aug-2046,960413AS,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Williams Partners L.p. 3.6% 15-mar-2022,96949LAA,NA,175000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Williams Partners L.p. 4.0% 15-sep-2025,96949LAB,NA,1075000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Williams Partners L.p. 4.5% 15-nov-2023,96950FAL,105.4169998,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Williams Partners L.p. 5.4% 04-mar-2044,96950FAN,107.2389984,135000,144772.6499,147749.4,0.681231589
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Williams Partners, L.p. 3.75% 15-jun-2027",96949LAD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Williams Partners, L.p. 5.1% 15-sep-2045",96949LAC,NA,21000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Wm. Wrigley Jr. Co. 2.9% 21-oct-2019,982526AV,101.8600006,300000,305580.0133,307996.68,1.420087443
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Wm. Wrigley Jr. Co. 3.375% 21-oct-2020,982526AQ,102.7310028,475000,487972.2498,492425.375,2.270437109
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Wpp Finance 2010 3.75% 19-sep-2024,92936MAF,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Xcel Energy Inc. 2.6% 15-mar-2022,98389BAT,NA,175000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Xcel Energy Inc. 3.35% 01-dec-2026,98389BAU,NA,370000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Xcel Energy Inc. 4.0% 15-jun-2028,98389BAV,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Xcel Energy Inc. 4.8% 15-sep-2041,98389BAN,108.0879974,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,Xcel Energy Inc. 6.5% 01-jul-2036,98389BAH,131.3159943,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Zimmer Biomet Holdings, Inc. 2.0% 01-apr-2018",98956PAE,NA,100000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Zimmer Biomet Holdings, Inc. 2.7% 01-apr-2020",98956PAK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Zimmer Biomet Holdings, Inc. 3.15% 01-apr-2022",98956PAL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,"Zimmer Biomet Holdings, Inc. 3.55% 01-apr-2025",98956PAF,NA,145000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,@NA,05377RCD4,NA,350000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,@NA,1247P2Z56,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,@NA,15963TX38,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,@NA,30229BAP2,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,@NA,36960LX26,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,@NA,36960MA29,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,@NA,45113VCD0,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,@NA,48306AR58,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,31-Jul-14,@NA,51843TXA3,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,3m Company 1.625% 19-sep-2021,88579YAU,NA,40000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,3m Company 2.25% 15-mar-2023,88579YAX,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,3m Company 2.25% 19-sep-2026,88579YAV,NA,80000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,3m Company 3.125% 19-sep-2046,88579YAW,NA,25000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,3m Company 3.25% 14-feb-2024,88579YBB,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,3m Company 3.625% 14-sep-2028,88579YBC,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,3m Company 3.625% 15-oct-2047,88579YAZ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,3m Company 4.0% 14-sep-2048,88579YBD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Abbott Laboratories 2.9% 30-nov-2021,002824BD,NA,1235000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Abbott Laboratories 3.4% 30-nov-2023,002824BE,NA,260000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Abbott Laboratories 3.75% 30-nov-2026,002824BF,NA,960000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Abbott Laboratories 4.75% 30-nov-2036,002824BG,NA,50000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Abbott Laboratories 4.9% 30-nov-2046,002824BH,NA,95000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Abbvie Inc. 2.3% 14-may-2021,00287YAU,NA,330000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Abbvie Inc. 2.5% 14-may-2020,00287YAT,NA,100000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Abbvie Inc. 2.85% 14-may-2023,00287YAX,NA,85000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Abbvie Inc. 3.2% 14-may-2026,00287YAY,NA,775000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Abbvie Inc. 4.45% 14-may-2046,00287YAW,NA,710000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Abbvie Inc. 4.875% 14-nov-2048,00287YBD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Abn Amro Bank N.v. 2.65% 19-jan-2021,00084DAQ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Abu Dhabi National Energy Company 4.375% 23-apr-2025,00388WAF,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Aep Transmission Co. Llc 3.1% 01-dec-2026,00115AAA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Aep Transmission Co. Llc 3.75% 01-dec-2047,00115AAG,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Aep Transmission Co. Llc 4.25% 15-sep-2048,00115AAJ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Aetna Inc. 2.4% 15-jun-2021,00817YAU,NA,25000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Aetna Inc. 2.8% 15-jun-2023,00817YAV,NA,15000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Aetna Inc. 3.2% 15-jun-2026,00817YAW,NA,235000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Aetna Inc. 4.25% 15-jun-2036,00817YAY,NA,35000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Air Liquide Finance Sa 1.75% 27-sep-2021,00913RAB,NA,215000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Alexandria Real Estate Equities, Inc. 3.8% 15-apr-2026",015271AP,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Alexandria Real Estate Equities, Inc. 3.95% 15-jan-2028",015271AK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Allergan Funding Scs 2.35% 12-mar-2018,00507UAM,NA,100000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Allergan Funding Scs 3.0% 12-mar-2020,00507UAP,NA,100000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Allergan Funding Scs 3.45% 15-mar-2022,00507UAR,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Allergan Funding Scs 3.8% 15-mar-2025,00507UAS,NA,1005000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Allergan Funding Scs 4.75% 15-mar-2045,00507UAU,NA,460000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Allergan Funding Scs 4.85% 15-jun-2044,00507UAH,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Alliant Energy Finance Llc 3.75% 15-jun-2023,01882YAA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Alliant Energy Finance Llc 4.25% 15-jun-2028,01882YAB,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Allstate Corporation 3.28% 15-dec-2026,020002BD,NA,265000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Allstate Corporation 4.2% 15-dec-2046,020002BC,NA,15000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Altria Group, Inc. 2.625% 14-jan-2020",02209SAT,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Altria Group, Inc. 2.625% 16-sep-2026",02209SAU,NA,20000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Altria Group, Inc. 3.8% 14-feb-2024",02209SBB,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Altria Group, Inc. 3.875% 16-sep-2046",02209SAV,NA,740000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Altria Group, Inc. 4.4% 14-feb-2026",02209SBC,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Altria Group, Inc. 4.8% 14-feb-2029",02209SBD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Altria Group, Inc. 5.8% 14-feb-2039",02209SBE,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Altria Group, Inc. 5.95% 14-feb-2049",02209SBF,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Amazon.com, Inc. 2.4% 22-feb-2023",023135AU,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Amazon.com, Inc. 2.4% 22-feb-2023",023135AW,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Amazon.com, Inc. 2.8% 22-aug-2024",023135AX,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Amazon.com, Inc. 2.8% 22-aug-2024",023135AZ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Amazon.com, Inc. 3.15% 22-aug-2027",023135BA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Amazon.com, Inc. 3.15% 22-aug-2027",023135BC,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Amazon.com, Inc. 3.875% 22-aug-2037",023135BD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Amazon.com, Inc. 4.05% 22-aug-2047",023135BG,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Amazon.com, Inc. 4.05% 22-aug-2047",023135BJ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Amazon.com, Inc. 4.95% 05-dec-2044",023135AQ,NA,275000,NA,NA,0
